Product ID,Price,Product Availability,Product Condition,Price Currency,Is Sale,Merchant,Shipping,Brand,Manufacturer,Primary Categories
AVzRP92MGV-KLJ3aat8K,499.99,Yes,New,USD,False,Bestbuy.com,,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,399.99,TRUE,new,USD,True,Bestbuy.com,,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,449.95,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,429.95,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,499.99,TRUE,new,USD,False,Bestbuy.com,,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,419.99,Yes,New,USD,True,Bestbuy.com,,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,399.0,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,449.99,Yes,New,USD,False,Bestbuy.com,,Yamaha,,Electronics
AVzRP92MGV-KLJ3aat8K,429.99,Yes,New,USD,False,Bestbuy.com,,Yamaha,,Electronics
AVpfQjb11cnluZ0-hRb7,89.99,In Stock,New,USD,False,Sound of Tri-State,Value,Kenwood,KENWOOD,Electronics
AVpfQjb11cnluZ0-hRb7,89.98,In Stock,New,USD,False,Sound of Tri-State,Value,Kenwood,KENWOOD,Electronics
AVpfQjb11cnluZ0-hRb7,77.99,Yes,New,USD,False,Bestbuy.com,,Kenwood,KENWOOD,Electronics
AVpfQjb11cnluZ0-hRb7,65.99,Yes,New,USD,True,Bestbuy.com,,Kenwood,KENWOOD,Electronics
AVpfQjb11cnluZ0-hRb7,92.99,Yes,New,USD,False,Bestbuy.com,,Kenwood,KENWOOD,Electronics
AVpfQjb11cnluZ0-hRb7,83.99,Yes,New,USD,True,Bestbuy.com,,Kenwood,KENWOOD,Electronics
AVpiEb081cnluZ0-JfRW,2499.99,Yes,New,USD,False,Bestbuy.com,,Alpine,Alpine Electronics USA,Electronics
AVpiEb081cnluZ0-JfRW,2599.98,Yes,New,USD,False,Bestbuy.com,,Alpine,Alpine Electronics USA,Electronics
AVpfW_IOLJeJML437y99,169.98,TRUE,new,USD,False,Bestbuy.com,,Panamax,,Electronics
AVpfW_IOLJeJML437y99,118.99,Yes,New,USD,False,Bestbuy.com,,Panamax,,Electronics
AVpe_9aLilAPnD_xStSC,99.0,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,99.99,In Stock,New,USD,False,AAAA UNIVERSE,Value,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,99.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,91.99,Yes,New,USD,False,Bestbuy.com,,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,99.99,In Stock,New,USD,False,Walts TV,Freight,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,79.99,More on the Way,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Pioneer,Pioneer,Electronics
AVpe_9aLilAPnD_xStSC,99.99,Yes,New,USD,False,Bestbuy.com,,Pioneer,Pioneer,Electronics
AVs4jJ0Vnnc1JgDc4w40,1725.98,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1297.99,In Stock,New,USD,True,Walmart.com,Freight,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1599.99,Yes,New,USD,False,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1471.99,Yes,New,USD,True,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1397.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1628.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,2199.99,Yes,New,USD,False,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1597.99,yes,New,USD,False,buydig,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1596.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1497.99,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1997.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1597.99,In Stock,New,USD,True,Walmart.com,Freight,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1697.99,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1614.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1497.99,In Stock,New,USD,True,Walmart.com,Freight,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1439.99,Yes,New,USD,True,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1097.71,In Stock,New,USD,True,Walmart.com,Standard,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1297.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1697.99,yes,New,USD,False,buydig,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1697.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1997.99,yes,New,USD,False,buydig,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1699.99,Yes,New,USD,False,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1615.95,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1463.36,yes,New other (see details),USD,False,tfldealz,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1614.95,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1597.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1599.52,yes,New,USD,False,ielectrica,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1646.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1697.99,yes,New,USD,False,onecall,USD 196.92,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1379.0,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1393.13,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1599.52,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1646.95,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1895.98,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1650.0,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1615.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1995.98,yes,New,USD,False,buydig,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1875.98,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1672.99,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1775.98,In Stock,New,USD,True,Beach Camera,Value,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1597.99,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1529.99,Yes,New,USD,True,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1596.95,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1979.99,Yes,New,USD,True,Bestbuy.com,Free Delivery,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1297.99,In Stock,New,USD,True,Beach Camera,Standard,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1628.95,yes,New,USD,False,echo-and-optics,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1575.98,In Stock,New,USD,True,Beach Camera,Standard,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1645.95,yes,New,USD,False,gear4less,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1422.21,In Stock,New,USD,True,Beach Camera,Standard,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1625.98,In Stock,New,USD,True,Beach Camera,Standard,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1797.99,yes,New,USD,False,buydig,FREE,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,2197.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AVs4jJ0Vnnc1JgDc4w40,1597.99,yes,New,USD,False,onecall,USD 196.92,Samsung,,Electronics
AVwsxGm8v8e3D1O-obxP,85.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,74.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,79.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,79.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,89.99,TRUE,new,USD,False,Bestbuy.com,,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,83.78,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,89.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,85.26,In Stock,New,USD,False,Hot Deals 4 Less?,Value,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,81.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,76.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,89.98,In Stock,New,USD,False,Computer Brain,Value,CORSAIR,,Electronics
AVwsxGm8v8e3D1O-obxP,76.99,TRUE,new,USD,True,Bestbuy.com,,CORSAIR,,Electronics
AVpe9oDr1cnluZ0-a1wt,286.8,Out Of Stock,New,USD,False,Made Technology,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,286.99,yes,New,USD,False,playalegend,FREE,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,279.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,289.99,More on the Way,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,324.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,309.0,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,295.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,329.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,245.95,In Stock,Used,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,319.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,349.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,299.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,299.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,327.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,309.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,329.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpe9oDr1cnluZ0-a1wt,329.99,TRUE,new,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiVxZxLJeJML43ku3l,449.99,TRUE,new,USD,False,Bestbuy.com,,MartinLogan,,Electronics
AVpiVxZxLJeJML43ku3l,449.99,Yes,New,USD,False,Bestbuy.com,,MartinLogan,,Electronics
AVphZlybLJeJML43acoM,499.98,TRUE,new,USD,False,Bestbuy.com,,Definitive Technology,,Electronics
AWLX-WNUHh53nbDRJHPV,63.95,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Jbl,,Electronics
AWLX-WNUHh53nbDRJHPV,79.99,TRUE,new,USD,False,Bestbuy.com,,Jbl,,Electronics
AWLX-WNUHh53nbDRJHPV,79.95,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Jbl,,Electronics
AWLX-WNUHh53nbDRJHPV,59.95,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Jbl,,Electronics
AWLX-WNUHh53nbDRJHPV,54.0,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Jbl,,Electronics
AV1YFoi0GV-KLJ3adc20,54.95,Special Order,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Antec,,Electronics
AV1YFoi0GV-KLJ3adc20,53.5,Special Order,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Antec,,Electronics
AV1YFoi0GV-KLJ3adc20,55.99,Yes,New,USD,False,Bestbuy.com,,Antec,,Electronics
AV1YFoi0GV-KLJ3adc20,56.5,Special Order,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Antec,,Electronics
AV1YFoi0GV-KLJ3adc20,55.99,undefined,new,USD,False,Bestbuy.com,,Antec,,Electronics
AVphnf7wLJeJML43c6Uc,240.99,Yes,New,USD,False,Bestbuy.com,,NETGEAR,NETGEAR,Electronics
AVphnf7wLJeJML43c6Uc,243.99,Yes,New,USD,False,Bestbuy.com,,NETGEAR,NETGEAR,Electronics
AVphnf7wLJeJML43c6Uc,249.99,In Stock,New,USD,False,AngelSeller,Value,NETGEAR,NETGEAR,Electronics
AVphnf7wLJeJML43c6Uc,218.99,Yes,New,USD,False,Bestbuy.com,,NETGEAR,NETGEAR,Electronics
AVphnf7wLJeJML43c6Uc,249.99,Yes,New,USD,False,Bestbuy.com,,NETGEAR,NETGEAR,Electronics
AVqFXQH5nnc1JgDc3gBZ,129.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,139.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,159.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,181.69,In Stock,New,USD,True,OutletPC,Value,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,209.99,TRUE,new,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,150.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,134.99,Yes,New,USD,False,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVqFXQH5nnc1JgDc3gBZ,203.99,TRUE,new,USD,True,Bestbuy.com,,CORSAIR,Corsair,Electronics
AVwjePzSnnc1JgDc5uUm,449.89,In Stock,New,USD,False,Audio Visual Hub,Value,Alpine,,Electronics
AVwjePzSnnc1JgDc5uUm,499.95,Yes,New,USD,False,Bestbuy.com,,Alpine,,Electronics
AV_GG3MWuC1rwyj_hFdU,499.98,TRUE,new,USD,False,Bestbuy.com,,TiVo,,Electronics
AV4GQSPzGV-KLJ3ankeZ,249.0,Out Of Stock,New,USD,False,Beach Camera,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,197.99,In Stock,New,USD,False,Video & Audio Center,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,199.99,TRUE,new,USD,True,Bestbuy.com,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,229.99,In Stock,New,USD,True,Walmart.com,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,229.99,Yes,New,USD,False,Bestbuy.com,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,205.99,Yes,New,USD,True,Bestbuy.com,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,245.99,In Stock,New,USD,False,Beach Camera,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,197.99,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,249.99,In Stock,New,USD,False,Beach Camera,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,239.0,Out Of Stock,New,USD,False,Beach Camera,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,229.99,TRUE,new,USD,False,Bestbuy.com,,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,239.99,In Stock,New,USD,False,Beach Camera,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,259.99,In Stock,New,USD,False,Beach Camera,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,227.99,In Stock,New,USD,True,Walmart.com,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,254.99,In Stock,New,USD,False,Beach Camera,Standard,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,197.99,yes,Seller refurbished,USD,False,hypermicrosystems,FREE,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,227.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Samsung,,Electronics
AV4GQSPzGV-KLJ3ankeZ,208.99,Yes,New,USD,True,Bestbuy.com,,Samsung,,Electronics
AVpiE9hhilAPnD_xAfSU,56.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,149.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,199.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,89.99,yes,New,USD,False,dependix,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,249.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,169.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,59.99,In Stock,New,USD,False,Digital Media Outlet,Value,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,54.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,59.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,57.99,In Stock,New,USD,False,Digital Media Outlet,Value,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,65.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,48.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,33.0,yes,New,USD,False,summerishere-0,FREE,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,89.99,Yes,New,USD,False,Bestbuy.com,,Samsung,Samsung,Electronics
AVpiE9hhilAPnD_xAfSU,57.99,In Stock,New,USD,False,Venu,Value,Samsung,Samsung,Electronics
AVqVGaafQMlgsOJE6eVO,438.99,Out Of Stock,New,USD,True,uShopMall,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,438.96,Out Of Stock,New,USD,False,eLGeo Electronics,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,749.99,yes,New,USD,False,serversourcetechnology,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,478.88,yes,New,USD,False,lite_corp,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,425.0,yes,New,USD,False,serversourcetechnology,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,469.0,yes,New,USD,False,aapltree,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,499.99,Yes,New,USD,False,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,399.99,Yes,New,USD,True,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,468.88,yes,New,USD,False,gmatexpert,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,439.95,yes,New,USD,False,feeff,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,439.99,yes,New,USD,False,g4mmlj,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,414.99,Yes,New,USD,True,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,449.0,yes,New,USD,False,aapltree,FREE,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,439.99,Yes,New,USD,True,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,449.99,Yes,New,USD,False,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,404.99,Yes,New,USD,True,Bestbuy.com,,HP,,Electronics
AVqVGaafQMlgsOJE6eVO,429.99,Yes,New,USD,False,Bestbuy.com,,HP,,Electronics
AVpggL_W1cnluZ0-2Wfp,24.99,yes,New,USD,False,shipfast2day,FREE,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,46.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,24.79,yes,New other (see details),USD,False,zara4573,FREE,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,44.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,32.99,Yes,New,USD,True,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,39.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,22.99,yes,New other (see details),USD,False,accessoryhut2,FREE,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,42.99,Yes,New,USD,False,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,19.99,yes,Used,USD,False,ands3ts,FREE,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,44.0,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,47.99,Yes,New,USD,False,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,35.99,Yes,New,USD,True,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,33.99,Yes,New,USD,True,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,40.21,In Stock,New,USD,False,Walmart.com,Expedited,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,31.99,Yes,New,USD,True,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,21.99,yes,New other (see details),USD,False,zara4573,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,48.99,Yes,New,USD,False,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,36.99,Yes,New,USD,True,Bestbuy.com,,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,42.99,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,44.95,In Stock,New,USD,False,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,39.98,In Stock,New,USD,True,Walmart.com,Expedited,Apple,Apple,Electronics
AVpggL_W1cnluZ0-2Wfp,48.99,In Stock,New,USD,False,Walmart.com,Expedited,Apple,Apple,Electronics
AVpiAzN7ilAPnD_x_wOJ,356.5,Out Of Stock,New,USD,False,B and H Cellular Wholesale Inc.,,Bowers & Wilkins,,Electronics
AVpiAzN7ilAPnD_x_wOJ,349.98,TRUE,new,USD,False,Bestbuy.com,,Bowers & Wilkins,,Electronics
AVpfXQQl1cnluZ0-jahZ,141.99,Yes,New,USD,False,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,149.99,Yes,New,USD,False,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,142.99,TRUE,new,USD,True,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,129.95,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,110.99,Yes,New,USD,True,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,125.99,Yes,New,USD,True,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,149.95,In Stock,New,USD,True,bhphotovideo.com,Free Expedited Shipping,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,149.95,yes,New,USD,False,wwstereo,FREE,Yamaha,Yamaha Electronics,Electronics
AVpfXQQl1cnluZ0-jahZ,149.99,TRUE,new,USD,False,Bestbuy.com,,Yamaha,Yamaha Electronics,Electronics
